Description,Index,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging,GeneralComments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
Pick up the green block that is right next to a blue block.,595,Configuration_7_v2.png,robot,4,0:00:16,"I attempted to use language and directions that would indicate the position on the table in the simplest terms that the robot could understand. My first choice would be if that block was the only one of its color. Second choice would be proximity - closest or furthest from the robot. If those didn't work well, then I went to relative positioning compared to other blocks of either the same color or different colors.",I found the task quite challenging. Many of the blocks were not placed in ways where it was easy to come up with descriptors that would feel right. It's difficult to break down a task that seems to simple to a human brain and attempt to get a machine to do what it's being instructed. It's so intuitive for us to follow instructions like those that it's difficult to translate that into a tangible instruction.,"I enjoyed this task. I felt like it was fun and challenging. At the same time, I think the time estimate given for the task seemed long. Also, it would be really beneficial to provide multiple examples of how one might describe stuff to the robot. I felt at times like I was sort of flailing in the wind, and just doing the best I could given limited information. Perhaps that was the intention.",34,female,Administrative Assistant,>20,Right,1,2,2,6,6,Not that I can recall.,36
Pick up the centre green block in the three green block set.,526,Configuration_8_v1.png,human,1,0:00:43,I try to mention the near by blocks colour. So It will easy to pick up the right one.,Some are easy and are very hard to explain.,Interesting study. Thank you.,35,male,Marketing,>20,Right,0,2,2,5,5,No I didn't seen any robots in my real life.,39
"There is a circle of blocks. Grab not the one at the most top, but the one to the right of it.",1535,Configuration_8_v1.png,human,4,0:00:21,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
Pick up the block thats in the dead middle a little on your right side.,1506,Configuration_8_v1.png,human,2,0:02:01,"Not really, just tried to describe the general area the best I could without being confusing.","It was pretty challenging, I found the hard ones to be where the block was located somewhere in the middle, on a particular side.",It was fun!,23,male,Student,15-20,Right,1,2,3,6,5,No,905
Please pick up the second green block from your right within a string of three green blocks between to blue blocks.,1388,Configuration_8_v1.png,human,2,0:01:57,"Not really, just addressing each case individually. ",The most challenging tasks were the ones where there were several of the same color bunched together.,,37,male,HR Specalist,>20,Right,1,1,1,6,5,No,913
the middle row of green blocks. the green block that is in the center.,1576,Configuration_8_v1.png,human,1,0:00:52,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
Pick up the green block that is touching 2 other green blocks in the middle.,640,Configuration_8_v1.png,human,1,0:00:31,Looking at other blocks around it.,When there are a lot of blocks with the same color around the target block.,,25,male,programmer,>20,Right,1,3,3,5,5,no,67
pick up the middle green block.,1429,Configuration_8_v1.png,human,4,0:00:14,I followed common sense strategies.,Not challenging. Describing different blocks of the same color.,interesting.,25,male,self employed,>20,Left,1,2,2,3,3,no,903
Pick up the green block that is face to face with another green block to its right.,502,Configuration_8_v1.png,human,2,0:02:06,I used relative positions,Moderately challenging to ensure correct block is chosen,,23,male,student,>20,Right,1,5,3,7,5,I have built and programmed robots to perform simple tasks like solving a maze or following a line on the ground.,243
there is a row of three green blocks with a yeellow underneath. You need to pick up the center green one on this row.,1166,Configuration_8_v1.png,human,3,0:00:43,I just tried to guide the person to the correct place.,it was not too bad.,Nothing more to add,26,female,sales,15-20,Right,1,2,2,5,4,"yes, they are mostly everywhere not like the traditional hollywood sense. But there is variations of one just about everywhere you look.",209
There are three green blocks touching on another in the middle of all the blocks and I would like you to pick up the middle of those three green blocks.,660,Configuration_8_v1.png,human,2,0:00:36,"I tried to use the proximity of a block to the robot, as well as the left and right directions. I also used proximity to other blocks when necessary.",The most challenging part was trying to envision how to give the instructions in an unambiguous manner that the robot would understand easily without making a mistake.,"Thanks, this was fun and interesting!",47,male,Manager,15-20,Right,1,2,2,6,7,"Only briefly on an assembly line at a food processing plant I was touring with some other managers in our company. It was nothing too fancy, mostly sorting fish by weight for human workers to manually process.",69
"I want you to pick up a certain green block. There are two green blocks directly in front of you, pick up the one in the middle of the row of three green blocks above those.",772,Configuration_8_v1.png,human,1,0:06:43,"No, I just tried to describe the location of the indicated block as precisely as possible.",It was a little difficult to use the right words to correctly describe where the block was.,,42,female,Medical Records Technician,>20,Right,1,1,1,4,3,No,93
"Do you see the string of 3 green blocks in the center, near the yellow block near me? Grab the green block in the center of that line up.",430,Configuration_8_v1.png,human,4,0:00:37,Using distance to help me,It was very easy. The hard part was when there was a bunch of the same color near each other,none,27,male,pest control,10/15/2016,Right,1,1,1,5,5,No I haven't,3
There's a row of three green blocks with a blue on one end and yellow on the other. Pick up the middle green.,684,Configuration_8_v1.png,human,4,0:00:38,"I tried to imagine myself sitting as the person in the chair and go for simplicity and number of colors. For example, if there's only two blue blocks on the left and right side respectively, I instructed to pick up the right blue block. ",I thought it was challenging when there were bunches of blocks in circular arrangements. It was hard to instruct the person and I'm not sure I was able to give a good direction.,Really fun!,32,female,Bakery Manager,>20,Right,1,1,1,7,5,,251
"There is a row of three green blocks very close to each other in the middle of the block arrangement. On either side of these three green blocks, there is a blue block. Pick the green block directly in the middle of this row of three green blocks.",38,Configuration_8_v1.png,human,1,0:00:42,No,It was challenging if it was a block surrounded by many other blocks.,,28,female,self-employed,>20,Right,1,1,1,7,5,,215
Pick up the left green block out of that touching pair.,26,Configuration_8_v1.png,human,,0:00:39,I think I used the blocks that were nearby as directional cues.,It was not so bad. The most challenging aspect was when blocks of similar color were close together.,,25,no answer,N/A,>20,Right,1,1,1,1,2,NO,217
Pick up the green block that is sandwiched between two other green blocks located on the right side of the table.,1074,Configuration_8_v1.png,human,1,0:00:49,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10/15/2016,Right,1,1,1,2,2,No,9
