Description,Index,Scenario,NumOfWords,TargetBlockId,ClickedBlockIdList,Accuracy(AvgOn10),TimeToComplete(AvgOn10),InternalUserIDList
Pick up the blue block that is behind the orange block closest to you.,881,Configuration_2_v2.png,14,10,"[5, 10, 5, 10, 5, 10, 11, 5, 10, 10]",0.545454545455,9.48444772727,"[226, 468, 593, 381, 515, 607, 321, 272, 145, 99]"
Pick up the green block furthest away from you; it is next to two blue blocks.,887,Configuration_3_v2.png,16,12,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",1.0,10.6342906364,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
Look at the cluster of green blocks to your left.  Pick up the green block at the center of this cluster.,886,Configuration_6_v1.png,21,12,"[12, 12, 8, 12, 8, 12, 12, 12, 12, 12]",0.818181818182,12.0013930909,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the orange block that is closest to you; it is directly between the yellow and blue blocks.,885,Configuration_10_v2.png,19,6,"[6, 6, 6, 6, 6, 2, 6, 6, 6, 2]",0.8,37.81161,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
"Pick up the blue block on your left, which is directly next to the green block.",884,Configuration_7_v1.png,16,13,"[13, 13, 2, 13, 13, 13, 13, 13, 13, 13]",0.916666666667,7.85348233333,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Pick up the blue block that is furthest away from you.  It is the blue block that is closest to the yellow block that is furthest away from you.,889,Configuration_12_v2.png,29,1,"[1, 1, 12, 1, 1, 1, 1, 1, 1, 1]",0.909090909091,9.99298018182,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
"Find the two green blocks that are aligned so that one edge of each block is touching each other.  Of these two green blocks, pick up the one to your left.",888,Configuration_8_v1.png,31,6,"[6, 6, 6, 13, 6, 6, 6, 6, 6, 6]",0.9,17.8291845,"[513, 319, 584, 97, 466, 143, 224, 379, 270, 607]"
Pick up the blue block directly in front of me.,775,Configuration_12_v2.png,10,1,"[1, 1, 1, 8, 8, 1, 1, 1, 1, 8]",0.823529411765,3.77316458824,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
In front of your left side are two blue blocks beside an orange one. Pick up the the blue block in between the orange one and the blue one.,774,Configuration_2_v1.png,29,11,"[12, 11, 11, 11, 11, 11, 11, 5, 11, 11]",0.818181818182,23.3881836364,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
In front of you is a green block. It is right in the middle of the collection of blocks. Please pick up the blue block that is right above that green block.,777,Configuration_14_v2.png,32,7,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",1.0,34.7489836,"[513, 319, 584, 97, 466, 143, 224, 379, 270, 607]"
"In front of me are three orange blocks. Pick up the one in the middle, the one closest to you.",776,Configuration_13_v1.png,20,2,"[2, 2, 2, 2, 2, 2, 6, 2, 2, 2]",0.9,10.7254146,"[226, 468, 593, 381, 515, 607, 321, 272, 145, 99]"
"Directly in front of you is an orange block between a yellow and blue block. Please pick up that orange block, which is above the yellow block in front of you.",771,Configuration_10_v2.png,31,6,"[6, 6, 6, 6, 14, 6, 6, 2, 6, 6]",0.818181818182,24.0141739091,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
"Pick up the blue block furthest from you, on your left.",770,Configuration_12_v1.png,11,8,"[12, 12, 8, 12, 14, 12, 8, 4, 12, 12]",0.2,16.0406255,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Pick up the green block directly in front of you.,773,Configuration_1_v2.png,10,8,"[8, 8, 8, 8, 5, 8, 8, 5, 14, 8]",0.727272727273,7.83347363636,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
"I want you to pick up a certain green block. There are two green blocks directly in front of you, pick up the one in the middle of the row of three green blocks above those.",772,Configuration_8_v1.png,36,6,"[6, 6, 6, 6, 6, 7, 6, 6, 6, 6]",0.9,25.106435,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
"Pick up the green block that is closest to you, the one right in front of you.",779,Configuration_9_v2.png,17,6,"[6, 6, 6, 6, 11, 6, 6, 11, 11, 6]",0.7,6.9974792,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
"In front of you, on your left side are two green blocks close together. I want you to pick up the green block that is right above those two.",778,Configuration_6_v1.png,29,12,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",1.0,25.5442018,"[529, 399, 286, 159, 442, 121, 240, 9, 360, 607]"
From your perspective i would pick  i would pick the closest green block.,77,Configuration_9_v2.png,13,6,"[11, 6, 6, 6, 6, 6, 6, 11, 6, 6]",0.833333333333,12.3678733333,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
From your perspective i would pick the closest orange block to yourself.,76,Configuration_13_v1.png,12,2,"[2, 2, 2, 2, 1, 2, 2, 2, 2, 2]",0.909090909091,12.6051929091,"[610, 603, 490, 17, 407, 167, 129, 368, 537, 308]"
From your perspective i would pick the farthest yellow cube from yourself.,75,Configuration_5_v2.png,12,10,"[10, 14, 10, 10, 10, 14, 10, 10, 10, 2]",0.727272727273,14.6965792727,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
From your perspective pick the blue block that is farthest right.,74,Configuration_14_v1.png,11,3,"[3, 3, 3, 13, 3, 3, 3, 13, 13, 3]",0.7,12.3572801,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
From your perspective i would start counting block from the left bottom corner and count to the right top corner. It should be the third block and it is yellow.,73,Configuration_4_v2.png,30,5,"[13, 7, 6, 15, 13, 6, 8, 1, 13, 1]",0.0909090909091,23.8045960909,"[529, 399, 286, 159, 442, 121, 240, 9, 360, 607]"
From your perspective i would choose the second blue block to the left.,72,Configuration_2_v1.png,13,11,"[5, 11, 11, 11, 11, 11, 5, 11, 11, 11]",0.818181818182,18.2297858182,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
From your perspective you should pick the closest green cube to you.,71,Configuration_1_v2.png,12,8,"[8, 8, 8, 8, 8, 5, 8, 8, 3, 8]",0.8,13.6880695,"[566, 467, 144, 419, 271, 380, 320, 225, 98, 607]"
"Please pick up the orange block that is nearest to me. It is the orange block directly adjacent to, and slightly to the left of, the to the yellow block nearest me.",70,Configuration_5_v1.png,32,11,"[11, 3, 6, 11, 11, 11, 6, 9, 11, 11]",0.636363636364,19.0223641818,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
From your perspective i would pick the farthest blue cube. The one that reaches the farthest.,79,Configuration_12_v2.png,16,1,"[1, 1, 6, 1, 1, 1, 1, 1, 1, 1]",0.909090909091,28.3276652727,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
From your perspective i would pick the middle cube in the cluster of green cubes on your left side.,78,Configuration_6_v1.png,19,12,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",1.0,14.4929581,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
"Reach out, move the green block out of the way, drag the blue block behind it toward you, and scoop it up.",1043,Configuration_14_v2.png,22,7,"[8, 7, 7, 5, 7, 8, 7, 6, 7, 15]",0.722222222222,12.851177,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
"Come around to my side of the table, and pick up the blue block that is second closest to me.",1042,Configuration_12_v1.png,20,8,"[8, 8, 8, 8, 12, 8, 8, 1, 8, 8]",0.818181818182,9.80063072727,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
"Stand up, walk the the side of the table that's on your left, and pick up the green block closest to you.",1041,Configuration_7_v2.png,22,14,"[4, 14, 14, 14, 4, 14, 14, 14, 14, 14]",0.818181818182,16.5517233636,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
"Stand up, lean over the table, and pick up the tan block that is closest to me.",1040,Configuration_5_v1.png,17,11,"[11, 11, 6, 15, 11, 11, 10, 10, 1, 4]",0.4,13.3811235,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pick up the green block directly in front of you.,1047,Configuration_9_v2.png,10,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 11]",0.916666666667,3.7629525,"[280, 3, 523, 153, 436, 393, 607, 234, 107, 329]"
"Get up, walk around to my side of the table, and pick up the one yellow block on the table.",1046,Configuration_1_v1.png,20,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,10.9111328182,"[529, 399, 286, 159, 442, 121, 240, 9, 360, 607]"
Reach straight our with your right hand and grab the tan block that is closest to you.,1045,Configuration_10_v2.png,17,6,"[6, 15, 2, 15, 6, 9, 6, 6, 6, 6]",0.6,14.9215113,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Reach out and grab the blue block that's next to the tan block that's closest to you.,1044,Configuration_2_v1.png,17,11,"[10, 11, 7, 11, 11, 10, 5, 11, 7, 11]",0.583333333333,23.1345091667,"[539, 169, 19, 261, 131, 452, 336, 409, 370, 492]"
"Stand up, lean out over the table, and grab the  center most green block. It's right in front of a yellow one.",1049,Configuration_8_v2.png,22,7,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",1.0,10.6655049091,"[513, 319, 584, 97, 466, 143, 224, 379, 270, 607]"
Reach out with your right arm and grab the green block that's closest to you.,1048,Configuration_3_v1.png,15,6,"[6, 12, 6, 6, 6, 6, 6, 6, 6, 6]",0.9,10.1561398,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
"Pick up the green block that is closest to you, and separate from the other blocks.",1269,Configuration_1_v2.png,16,8,"[8, 8, 8, 8, 8, 8, 8, 3, 8, 8]",0.916666666667,9.12697566667,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Pick up the green block that is closest to you.,1268,Configuration_3_v1.png,10,6,"[6, 6, 6, 6, 12, 12, 6, 6, 6, 6]",0.818181818182,6.81594436364,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the green block furthest from you.,669,Configuration_3_v2.png,8,12,"[12, 12, 12, 12, 6, 12, 12, 12, 12, 12]",0.9,5.2678847,"[282, 109, 395, 525, 438, 331, 236, 607, 478, 5]"
Pick up the blue block furthest to the left.,668,Configuration_7_v1.png,9,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 2]",0.9,8.2079052,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Pick up the yellow block that is closest to me.,1263,Configuration_5_v2.png,10,10,"[2, 10, 14, 2, 14, 10, 10, 2, 14, 10]",0.5,7.03861966667,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Pick up the green block that is in the middle of the other green blocks.,1262,Configuration_6_v1.png,15,12,"[8, 12, 12, 14, 12, 12, 8, 12, 12, 12]",0.75,9.12064291667,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
"Pick up the second-nearest blue block to you, the one that is right next to and touching a green block.",665,Configuration_14_v2.png,20,7,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 6]",0.9,17.5881426,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Grab the leftmost green block.,1260,Configuration_9_v1.png,5,11,"[11, 5, 11, 11, 11, 11, 5, 11, 11, 11]",0.8,14.721831,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
"Pick up the green block that is the furthest to your left, and next to the blue block.",1267,Configuration_7_v2.png,18,14,"[4, 14, 13, 14, 14, 14, 14, 14, 14, 14]",0.818181818182,13.2142055455,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Pick up the blue block that is the second closest to me.,1266,Configuration_12_v1.png,12,8,"[12, 8, 8, 8, 8, 8, 8, 8, 8, 12]",0.8,8.2661963,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Pick up the yellow block that is the third closest to you.,1265,Configuration_4_v2.png,12,5,"[5, 6, 5, 8, 5, 5, 5, 5, 6, 5]",0.7,11.9360961,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
"Pick up the orange block that is closest to me, and separated from the rest of the blocks.",1264,Configuration_10_v1.png,18,15,"[15, 15, 15, 15, 6, 14, 15, 6, 13, 15]",0.636363636364,12.4736246364,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
"Look at the green block in front of you. Do not grab that, but reach for the blue block that is on the other side of it, closest to me.",421,Configuration_14_v2.png,30,7,"[7, 13, 6, 6, 7, 9, 13, 6, 6, 7]",0.461538461538,21.754745,"[566, 467, 144, 419, 271, 380, 320, 225, 98, 605]"
Pick up the left most green block,650,Configuration_9_v1.png,7,11,"[5, 11, 11, 11, 11, 5, 11, 11, 11, 11]",0.818181818182,10.4469490909,"[604, 226, 468, 593, 381, 515, 321, 272, 145, 99]"
I would ask them to pick the block slightly to their left.,1469,Configuration_2_v2.png,12,10,"[14, 12, 9, 9, 12, 9, 9, 6, 8, 9]",0.230769230769,10.8120165385,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
I would ask them to pick the block in front of them to their right.,1468,Configuration_4_v1.png,15,6,"[4, 4, 4, 4, 4, 4, 15, 15, 4, 4]",0.0,14.3122951,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
I would ask them to pick the fourth block on that's in front of them.,1465,Configuration_13_v2.png,15,9,"[14, 10, 14, 14, 5, 4, 14, 14, 6, 14]",0.0909090909091,30.6200644545,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
blue block in the back of all the other blocks,8,Configuration_12_v1.png,10,8,"[1, 12, 1, 1, 1, 1, 1, 1, 1, 1]",0.0909090909091,9.85113136364,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
I would ask them to pick the block that's to their left.,1467,Configuration_7_v2.png,12,14,"[12, 12, 12, 12, 3, 14, 14, 14, 12, 14]",0.5,11.52448175,"[226, 468, 593, 381, 515, 607, 321, 272, 145, 99]"
I would ask them to pick the block on their right.,1461,Configuration_11_v2.png,11,4,"[2, 2, 2, 4, 2, 2, 13, 2, 2, 2]",0.25,9.49031883333,"[513, 319, 584, 97, 466, 143, 224, 379, 270, 607]"
I would ask them to lift the block that's farthest to their right.,1460,Configuration_1_v1.png,13,1,"[1, 1, 1, 1, 1, 14, 1, 1, 14, 1]",0.846153846154,12.425711,"[566, 467, 144, 419, 271, 380, 320, 225, 98, 607]"
I would ask them to lift the block in front of them on their right.,1463,Configuration_14_v1.png,15,3,"[3, 3, 3, 9, 3, 3, 3, 1, 15, 3]",0.727272727273,14.8825015455,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
I would them to pick up the block on their left corner.,1462,Configuration_10_v1.png,12,15,"[15, 10, 4, 15, 15, 10, 15, 1, 15, 1]",0.545454545455,19.4317966364,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
Pick up the orange block that is off by itself.,1317,Configuration_10_v1.png,10,15,"[15, 2, 15, 15, 15, 15, 15, 15, 15, 15]",0.9,5.3837616,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Pick up the first blue block to the left of the brown block on your left.,1316,Configuration_2_v1.png,16,11,"[11, 11, 11, 11, 11, 11, 11, 7, 5, 5]",0.727272727273,23.7645821818,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pick up the second yellow block that is after the brown block on your right.,1315,Configuration_4_v2.png,15,5,"[13, 13, 5, 12, 8, 5, 5, 5, 4, 5]",0.5,23.5919269,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 248]"
Pick up the green block closest to you.,1314,Configuration_3_v1.png,8,6,"[6, 6, 6, 12, 6, 6, 6, 6, 6, 6]",0.9,5.2023754,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Pick up the green block that is behind the yellow block closest to me.,1313,Configuration_8_v2.png,14,7,"[1, 8, 1, 7, 7, 13, 7, 7, 7, 13]",0.615384615385,12.8237163077,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
Pick up the green block closest to me on your left.,1312,Configuration_9_v1.png,11,11,"[11, 11, 6, 11, 11, 11, 11, 11, 11, 11]",0.909090909091,10.9230744545,"[529, 399, 286, 159, 442, 121, 240, 9, 360, 607]"
Pick up the yellow block closest to me.,1311,Configuration_5_v2.png,8,10,"[14, 10, 10, 10, 10, 10, 10, 2, 10, 10]",0.846153846154,5.67182007692,"[147, 422, 470, 517, 588, 101, 350, 246, 274, 383]"
Pick up the yellow block.,1310,Configuration_1_v1.png,5,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,4.87200663636,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
Pick up the green block that is in the middle of the three green blocks that are very close together.,1318,Configuration_8_v1.png,20,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,9.14295045455,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Pick up the last row orange block.,528,Configuration_10_v1.png,7,15,"[6, 15, 15, 15, 15, 15, 6, 15, 15, 15]",0.833333333333,8.59717033333,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick up the green block that is right next to the blue block.,1011,Configuration_7_v2.png,13,14,"[11, 14, 14, 14, 14, 14, 14, 14, 14, 14]",0.909090909091,11.5723504545,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
Pick the Yellow Block which has the majority of its left side touched by a green block.,319,Configuration_13_v2.png,17,9,"[9, 9, 9, 9, 9, 12, 12, 8, 9, 9]",0.7,38.4165982,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
Pick that Blue Block that is furthest on your left side.,318,Configuration_7_v1.png,11,13,"[13, 13, 13, 13, 13, 13, 2, 13, 13, 13]",0.916666666667,7.0436355,"[610, 603, 490, 17, 407, 167, 129, 368, 537, 308]"
Pick up the Blue Block that is closest to you.,313,Configuration_11_v2.png,10,4,"[4, 4, 4, 4, 4, 4, 10, 10, 4, 4]",0.8,8.46893,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
There are two yellow blocks directly between two blue blocks.  Pick the yellow block that is furthermost from your right.,312,Configuration_4_v1.png,20,6,"[7, 7, 6, 7, 6, 7, 7, 6, 6, 6]",0.545454545455,16.794115,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
Pick up the Blue Block that is directly in front of a green block.,311,Configuration_14_v2.png,14,7,"[6, 7, 7, 7, 6, 7, 7, 7, 7, 7]",0.8,15.1571469,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
Pick up the Green Block that is completely separated from the three other Green Blocks.,310,Configuration_9_v1.png,15,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",1.0,13.5647940769,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick the green block that is closest to you on your right.,317,Configuration_1_v2.png,12,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,10.3932937,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
There are three blue blocks close together to your left.  Pick the middle block from that group.,316,Configuration_2_v1.png,17,11,"[11, 14, 11, 7, 11, 11, 11, 11, 11, 11]",0.8,7.9182744,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Pick up the Yellow Block that is furthest from you.,315,Configuration_5_v2.png,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.0,5.42174272727,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
Pick up the Green Block that is closest to you.,314,Configuration_3_v1.png,10,6,"[6, 6, 6, 6, 6, 14, 6, 6, 12, 6]",0.833333333333,5.3020415,"[566, 467, 144, 419, 271, 380, 320, 225, 98, 607]"
Pick up the block located at the southeast of the second green block from the top.,1335,Configuration_13_v2.png,16,9,"[10, 9, 12, 4, 9, 9, 11, 9, 9, 12]",0.666666666667,16.2840766667,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the green block located on the northwest corner of the table.,1334,Configuration_9_v1.png,13,11,"[11, 14, 11, 6, 6, 11, 5, 11, 6, 1]",0.4,20.8604262,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pick up the blue block farthest on your right.,441,Configuration_11_v2.png,9,4,"[4, 4, 10, 4, 2, 14, 4, 4, 10, 4]",0.636363636364,11.6876750909,"[539, 169, 19, 261, 131, 452, 336, 409, 370, 492]"
Pick up the green block that is in the center of the group of five green blocks on your left.,440,Configuration_6_v1.png,20,12,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",1.0,9.14283281818,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
Pick up the green block that is in the middle by the 2 orange blocks.,1330,Configuration_6_v2.png,15,8,"[8, 8, 8, 8, 8, 8, 3, 8, 8, 8]",0.909090909091,9.58616690909,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
Locate the blue block on your right side and then pick up the yellow block located to the northwest of that block.,1333,Configuration_4_v1.png,22,6,"[13, 11, 10, 1, 6, 6, 6, 6, 1, 9]",0.454545454545,20.3896113636,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
